"","X","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","dateout","datecoll","duration","order_abbrev"
"3334",2409,"GuamRitiL3","guam","riti","L3","y","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3335",2410,"GuamRitiL3","guam","riti","L3","y","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3336",2411,"GuamRitiL3","guam","riti","L3","y","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3337",2412,"GuamRitiL3","guam","riti","L3","y","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3338",2413,"GuamRitiL3","guam","riti","L3","y","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3339",2414,"GuamRitiL3","guam","riti","L3","y","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3340",2415,"GuamRitiL3","guam","riti","L3","y","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3341",2417,"GuamRitiL3","guam","riti","L3","y","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3342",2418,"GuamRitiL3","guam","riti","L3","y","b","other",0,2018-01-12,2018-01-15,3,"other"
"3343",2419,"GuamRitiL3","guam","riti","L3","w","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3344",2420,"GuamRitiL3","guam","riti","L3","w","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3345",2421,"GuamRitiL3","guam","riti","L3","w","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3346",2422,"GuamRitiL3","guam","riti","L3","w","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3347",2424,"GuamRitiL3","guam","riti","L3","w","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3348",2426,"GuamRitiL3","guam","riti","L3","w","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3349",2427,"GuamRitiL3","guam","riti","L3","w","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3350",2429,"GuamRitiL3","guam","riti","L3","w","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3351",2430,"GuamRitiL3","guam","riti","L3","w","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3352",2431,"GuamRitiL3","guam","riti","L3","w","r","other",0,2018-01-12,2018-01-15,3,"other"
"3353",2432,"GuamRitiL3","guam","riti","L3","w","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3354",2433,"GuamRitiL3","guam","riti","L3","w","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3355",2434,"GuamRitiL3","guam","riti","L3","w","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3356",2436,"GuamRitiL3","guam","riti","L3","w","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3357",2437,"GuamRitiL3","guam","riti","L3","w","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3358",2438,"GuamRitiL3","guam","riti","L3","w","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3359",2439,"GuamRitiL3","guam","riti","L3","w","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3360",2440,"GuamRitiL3","guam","riti","L3","w","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3361",2442,"GuamRitiL3","guam","riti","L3","w","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3362",2443,"GuamRitiL3","guam","riti","L3","w","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3363",2444,"GuamRitiL3","guam","riti","L3","w","b","other",0,2018-01-12,2018-01-15,3,"other"
"3364",2445,"GuamRitiL3","guam","riti","L3","r","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3365",2446,"GuamRitiL3","guam","riti","L3","r","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3366",2447,"GuamRitiL3","guam","riti","L3","r","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3367",2448,"GuamRitiL3","guam","riti","L3","r","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3368",2449,"GuamRitiL3","guam","riti","L3","r","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3369",2450,"GuamRitiL3","guam","riti","L3","r","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3370",2451,"GuamRitiL3","guam","riti","L3","r","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3371",2452,"GuamRitiL3","guam","riti","L3","r","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3372",2453,"GuamRitiL3","guam","riti","L3","r","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3373",2454,"GuamRitiL3","guam","riti","L3","r","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3374",2455,"GuamRitiL3","guam","riti","L3","r","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3375",2456,"GuamRitiL3","guam","riti","L3","r","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3376",2457,"GuamRitiL3","guam","riti","L3","r","y","other",0,2018-01-12,2018-01-15,3,"other"
"3377",2458,"GuamRitiL3","guam","riti","L3","y","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3378",2459,"GuamRitiL3","guam","riti","L3","y","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3379",2460,"GuamRitiL3","guam","riti","L3","y","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3380",2461,"GuamRitiL3","guam","riti","L3","y","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3381",2462,"GuamRitiL3","guam","riti","L3","y","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3382",2463,"GuamRitiL3","guam","riti","L3","y","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3383",2465,"GuamRitiL3","guam","riti","L3","y","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3384",2466,"GuamRitiL3","guam","riti","L3","y","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3385",2467,"GuamRitiL3","guam","riti","L3","y","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3386",2469,"GuamRitiL3","guam","riti","L3","y","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3387",2470,"GuamRitiL3","guam","riti","L3","y","y","other",0,2018-01-12,2018-01-15,3,"other"
"3388",2471,"GuamRitiL3","guam","riti","L3","w","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3389",2472,"GuamRitiL3","guam","riti","L3","w","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3390",2474,"GuamRitiL3","guam","riti","L3","w","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3391",2475,"GuamRitiL3","guam","riti","L3","w","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3392",2476,"GuamRitiL3","guam","riti","L3","w","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3393",2477,"GuamRitiL3","guam","riti","L3","w","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3394",2478,"GuamRitiL3","guam","riti","L3","w","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3395",2479,"GuamRitiL3","guam","riti","L3","w","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3396",2480,"GuamRitiL3","guam","riti","L3","w","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3397",2481,"GuamRitiL3","guam","riti","L3","w","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3398",2482,"GuamRitiL3","guam","riti","L3","w","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3399",2483,"GuamRitiL3","guam","riti","L3","w","w","other",0,2018-01-12,2018-01-15,3,"other"
"3400",2484,"GuamRitiL3","guam","riti","L3","w","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3401",2485,"GuamRitiL3","guam","riti","L3","w","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3402",2486,"GuamRitiL3","guam","riti","L3","w","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3403",2487,"GuamRitiL3","guam","riti","L3","w","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3404",2488,"GuamRitiL3","guam","riti","L3","w","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3405",2489,"GuamRitiL3","guam","riti","L3","w","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3406",2491,"GuamRitiL3","guam","riti","L3","w","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3407",2492,"GuamRitiL3","guam","riti","L3","w","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3408",2494,"GuamRitiL3","guam","riti","L3","w","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3409",2495,"GuamRitiL3","guam","riti","L3","w","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3410",2496,"GuamRitiL3","guam","riti","L3","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"3411",2497,"GuamSblasL1","guam","sblas","L1","b","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3412",2498,"GuamSblasL1","guam","sblas","L1","b","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3413",2499,"GuamSblasL1","guam","sblas","L1","b","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3414",2501,"GuamSblasL1","guam","sblas","L1","b","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3415",2502,"GuamSblasL1","guam","sblas","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3416",2503,"GuamSblasL1","guam","sblas","L1","b","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3417",2504,"GuamSblasL1","guam","sblas","L1","b","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3418",2505,"GuamSblasL1","guam","sblas","L1","b","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3419",2506,"GuamSblasL1","guam","sblas","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3420",2507,"GuamSblasL1","guam","sblas","L1","b","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3421",2508,"GuamSblasL1","guam","sblas","L1","b","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3422",2509,"GuamSblasL1","guam","sblas","L1","b","b","other",0,2018-01-12,2018-01-15,3,"other"
"3423",2511,"GuamSblasL1","guam","sblas","L1","y","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3424",2512,"GuamSblasL1","guam","sblas","L1","y","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3425",2514,"GuamSblasL1","guam","sblas","L1","y","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3426",2515,"GuamSblasL1","guam","sblas","L1","y","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3427",2516,"GuamSblasL1","guam","sblas","L1","y","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3428",2517,"GuamSblasL1","guam","sblas","L1","y","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3429",2518,"GuamSblasL1","guam","sblas","L1","y","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3430",2519,"GuamSblasL1","guam","sblas","L1","y","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3431",2520,"GuamSblasL1","guam","sblas","L1","y","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3432",2521,"GuamSblasL1","guam","sblas","L1","y","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3433",2523,"GuamSblasL1","guam","sblas","L1","b","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3434",2524,"GuamSblasL1","guam","sblas","L1","b","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3435",2525,"GuamSblasL1","guam","sblas","L1","b","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3436",2526,"GuamSblasL1","guam","sblas","L1","b","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3437",2527,"GuamSblasL1","guam","sblas","L1","b","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3438",2528,"GuamSblasL1","guam","sblas","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3439",2530,"GuamSblasL1","guam","sblas","L1","b","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3440",2531,"GuamSblasL1","guam","sblas","L1","b","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3441",2532,"GuamSblasL1","guam","sblas","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3442",2533,"GuamSblasL1","guam","sblas","L1","b","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3443",2534,"GuamSblasL1","guam","sblas","L1","b","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3444",2535,"GuamSblasL1","guam","sblas","L1","b","b","other",0,2018-01-12,2018-01-15,3,"other"
"3445",2536,"GuamSblasL1","guam","sblas","L1","b","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3446",2537,"GuamSblasL1","guam","sblas","L1","b","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3447",2538,"GuamSblasL1","guam","sblas","L1","b","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3448",2539,"GuamSblasL1","guam","sblas","L1","b","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3449",2540,"GuamSblasL1","guam","sblas","L1","b","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3450",2541,"GuamSblasL1","guam","sblas","L1","b","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3451",2542,"GuamSblasL1","guam","sblas","L1","b","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3452",2543,"GuamSblasL1","guam","sblas","L1","b","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3453",2544,"GuamSblasL1","guam","sblas","L1","b","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3454",2545,"GuamSblasL1","guam","sblas","L1","b","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3455",2546,"GuamSblasL1","guam","sblas","L1","b","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3456",2547,"GuamSblasL1","guam","sblas","L1","b","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3457",2548,"GuamSblasL1","guam","sblas","L1","b","y","other",0,2018-01-12,2018-01-15,3,"other"
"3458",2550,"GuamSblasL1","guam","sblas","L1","b","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3459",2551,"GuamSblasL1","guam","sblas","L1","b","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3460",2553,"GuamSblasL1","guam","sblas","L1","b","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3461",2554,"GuamSblasL1","guam","sblas","L1","b","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3462",2555,"GuamSblasL1","guam","sblas","L1","b","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3463",2556,"GuamSblasL1","guam","sblas","L1","b","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3464",2557,"GuamSblasL1","guam","sblas","L1","b","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3465",2558,"GuamSblasL1","guam","sblas","L1","b","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3466",2559,"GuamSblasL1","guam","sblas","L1","b","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3467",2560,"GuamSblasL1","guam","sblas","L1","b","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3468",2561,"GuamSblasL1","guam","sblas","L1","b","w","other",0,2018-01-12,2018-01-15,3,"other"
"3469",2563,"GuamSblasL1","guam","sblas","L1","b","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3470",2564,"GuamSblasL1","guam","sblas","L1","b","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3471",2565,"GuamSblasL1","guam","sblas","L1","b","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3472",2566,"GuamSblasL1","guam","sblas","L1","b","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3473",2567,"GuamSblasL1","guam","sblas","L1","b","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3474",2568,"GuamSblasL1","guam","sblas","L1","b","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3475",2569,"GuamSblasL1","guam","sblas","L1","b","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3476",2571,"GuamSblasL1","guam","sblas","L1","b","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3477",2572,"GuamSblasL1","guam","sblas","L1","b","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3478",2573,"GuamSblasL1","guam","sblas","L1","b","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3479",2574,"GuamSblasL1","guam","sblas","L1","b","r","other",0,2018-01-12,2018-01-15,3,"other"
"3480",2575,"GuamSblasL1","guam","sblas","L1","w","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3481",2576,"GuamSblasL1","guam","sblas","L1","w","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3482",2577,"GuamSblasL1","guam","sblas","L1","w","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3483",2579,"GuamSblasL1","guam","sblas","L1","w","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3484",2580,"GuamSblasL1","guam","sblas","L1","w","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3485",2581,"GuamSblasL1","guam","sblas","L1","w","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3486",2582,"GuamSblasL1","guam","sblas","L1","w","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3487",2583,"GuamSblasL1","guam","sblas","L1","w","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3488",2584,"GuamSblasL1","guam","sblas","L1","w","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3489",2585,"GuamSblasL1","guam","sblas","L1","w","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3490",2586,"GuamSblasL1","guam","sblas","L1","w","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3491",2587,"GuamSblasL1","guam","sblas","L1","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"3492",2588,"GuamSblasL1","guam","sblas","L1","y","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3493",2589,"GuamSblasL1","guam","sblas","L1","y","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3494",2590,"GuamSblasL1","guam","sblas","L1","y","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3495",2591,"GuamSblasL1","guam","sblas","L1","y","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3496",2592,"GuamSblasL1","guam","sblas","L1","y","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3497",2593,"GuamSblasL1","guam","sblas","L1","y","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3498",2594,"GuamSblasL1","guam","sblas","L1","y","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3499",2595,"GuamSblasL1","guam","sblas","L1","y","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3500",2596,"GuamSblasL1","guam","sblas","L1","y","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3501",2597,"GuamSblasL1","guam","sblas","L1","y","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3502",2598,"GuamSblasL1","guam","sblas","L1","y","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3503",2599,"GuamSblasL1","guam","sblas","L1","y","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3504",2600,"GuamSblasL1","guam","sblas","L1","y","y","other",0,2018-01-12,2018-01-15,3,"other"
"3505",2601,"GuamSblasL1","guam","sblas","L1","w","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3506",2602,"GuamSblasL1","guam","sblas","L1","w","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3507",2605,"GuamSblasL1","guam","sblas","L1","w","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3508",2606,"GuamSblasL1","guam","sblas","L1","w","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3509",2607,"GuamSblasL1","guam","sblas","L1","w","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3510",2608,"GuamSblasL1","guam","sblas","L1","w","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3511",2609,"GuamSblasL1","guam","sblas","L1","w","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3512",2610,"GuamSblasL1","guam","sblas","L1","w","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3513",2611,"GuamSblasL1","guam","sblas","L1","w","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3514",2612,"GuamSblasL1","guam","sblas","L1","w","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3515",2613,"GuamSblasL1","guam","sblas","L1","w","b","other",0,2018-01-12,2018-01-15,3,"other"
"3516",2614,"GuamSblasL1","guam","sblas","L1","r","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3517",2615,"GuamSblasL1","guam","sblas","L1","r","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3518",2616,"GuamSblasL1","guam","sblas","L1","r","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3519",2617,"GuamSblasL1","guam","sblas","L1","r","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3520",2618,"GuamSblasL1","guam","sblas","L1","r","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3521",2619,"GuamSblasL1","guam","sblas","L1","r","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3522",2620,"GuamSblasL1","guam","sblas","L1","r","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3523",2621,"GuamSblasL1","guam","sblas","L1","r","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3524",2622,"GuamSblasL1","guam","sblas","L1","r","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3525",2623,"GuamSblasL1","guam","sblas","L1","r","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3526",2624,"GuamSblasL1","guam","sblas","L1","r","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3527",2625,"GuamSblasL1","guam","sblas","L1","r","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3528",2626,"GuamSblasL1","guam","sblas","L1","r","b","other",0,2018-01-12,2018-01-15,3,"other"
"3529",2628,"GuamSblasL1","guam","sblas","L1","w","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3530",2629,"GuamSblasL1","guam","sblas","L1","w","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3531",2631,"GuamSblasL1","guam","sblas","L1","w","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3532",2632,"GuamSblasL1","guam","sblas","L1","w","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3533",2634,"GuamSblasL1","guam","sblas","L1","w","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3534",2635,"GuamSblasL1","guam","sblas","L1","w","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3535",2636,"GuamSblasL1","guam","sblas","L1","w","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3536",2637,"GuamSblasL1","guam","sblas","L1","w","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3537",2638,"GuamSblasL1","guam","sblas","L1","w","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3538",2639,"GuamSblasL1","guam","sblas","L1","w","r","other",0,2018-01-12,2018-01-15,3,"other"
"3539",2641,"GuamSblasL1","guam","sblas","L1","y","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3540",2642,"GuamSblasL1","guam","sblas","L1","y","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3541",2643,"GuamSblasL1","guam","sblas","L1","y","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3542",2644,"GuamSblasL1","guam","sblas","L1","y","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3543",2645,"GuamSblasL1","guam","sblas","L1","y","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3544",2646,"GuamSblasL1","guam","sblas","L1","y","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3545",2647,"GuamSblasL1","guam","sblas","L1","y","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3546",2649,"GuamSblasL1","guam","sblas","L1","y","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3547",2650,"GuamSblasL1","guam","sblas","L1","y","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3548",2651,"GuamSblasL1","guam","sblas","L1","y","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"3549",2652,"GuamSblasL1","guam","sblas","L1","y","b","other",0,2018-01-12,2018-01-15,3,"other"
"3550",2653,"GuamSblasL1","guam","sblas","L1","r","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"3551",2654,"GuamSblasL1","guam","sblas","L1","r","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"3552",2655,"GuamSblasL1","guam","sblas","L1","r","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"3553",2656,"GuamSblasL1","guam","sblas","L1","r","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"3554",2657,"GuamSblasL1","guam","sblas","L1","r","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"3555",2658,"GuamSblasL1","guam","sblas","L1","r","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"3556",2659,"GuamSblasL1","guam","sblas","L1","r","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"3557",2660,"GuamSblasL1","guam","sblas","L1","r","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"3558",2661,"GuamSblasL1","guam","sblas","L1","r","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"3559",2662,"GuamSblasL1","guam","sblas","L1","r","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"3560",2663,"GuamSblasL1","guam","sblas","L1","r","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"3561",2664,"GuamSblasL1","guam","sblas","L1","r","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
